,Product_ID,Perc_Qtd_Daily,Perc_Qtd_Weekly,Perc_Qtd_Monthly
0,FUR-BO-10000112,0.4090909090909091,0.1232876712328767,0.029801324503311258
1,FUR-BO-10000330,0.3459503459503459,0.1196006337249275,0.01597520666282178
2,FUR-BO-10000362,0.3711904761904762,0.08100702501160166,0.017636825922399714
3,FUR-BO-10000468,0.27290764790764793,0.10440164124374651,0.01992475731011906
4,FUR-BO-10000711,0.78125,0.16911764705882354,0.05435115673356825
5,FUR-BO-10000780,0.42696078431372547,0.12131490761870586,0.019197228053194036
6,FUR-BO-10001337,0.5910818713450292,0.11273138523430146,0.01852517333854958
7,FUR-BO-10001519,0.5119047619047619,0.11522281501087599,0.027613697141107358
8,FUR-BO-10001567,0.375,0.075,0.016042780748663103
9,FUR-BO-10001601,0.4147727272727273,0.08595097314609511,0.020299971709228166
10,FUR-BO-10001608,0.7116666666666667,0.3014117647058824,0.035532779194998365
11,FUR-BO-10001619,0.625,0.052603327965646804,0.013675588708497879
12,FUR-BO-10001798,0.6625,0.06911286107305029,0.018147065710179083
13,FUR-BO-10001811,0.3923953201970443,0.1474519710715408,0.021566700910298955
14,FUR-BO-10001918,0.5,0.08015708015708016,0.02562461489806045
15,FUR-BO-10001972,0.45125877734236874,0.07889028795410491,0.018633710256518075
16,FUR-BO-10002202,0.25,0.02357456140350877,0.0058336725003391675
17,FUR-BO-10002206,0.058823529411764705,0.013157894736842105,0.0025380710659898475
18,FUR-BO-10002213,0.30346269908929757,0.08291681647961066,0.020623025358934326
19,FUR-BO-10002268,0.275974025974026,0.11654710664753705,0.02776929065925973
20,FUR-BO-10002545,0.46340553487730907,0.22759824106552795,0.029342483764947313
21,FUR-BO-10002598,0.23128046360244503,0.0928200750787928,0.03156846314731173
22,FUR-BO-10002613,0.2903769476137897,0.07484866444344195,0.018787483742642552
23,FUR-BO-10002824,0.20134680134680136,0.05936958234830575,0.013323159325869353
24,FUR-BO-10002853,0.2692307692307692,0.07820411392405065,0.01313060381978446
25,FUR-BO-10002916,0.5625,0.1908192553714942,0.02871283724955202
26,FUR-BO-10003034,0.5333333333333334,0.11640750989187236,0.019957553092583753
27,FUR-BO-10003159,0.30249484409148275,0.058422299522999474,0.011962742068376043
28,FUR-BO-10003272,0.7542735042735043,0.10724376882913468,0.027684172507146096
29,FUR-BO-10003404,0.22916666666666669,0.06117573743248858,0.014887522337853464
30,FUR-BO-10003433,0.6333333333333333,0.14132553606237816,0.03753774680603949
31,FUR-BO-10003441,0.3321886446886447,0.05608185565263605,0.013051531877848752
32,FUR-BO-10003450,0.24051069703243613,0.07656786122760198,0.015511915293875536
33,FUR-BO-10003546,0.3134855340737694,0.1023464280817222,0.02359281167704827
34,FUR-BO-10003660,0.4151515151515151,0.055311890838206625,0.008647030270157669
35,FUR-BO-10003893,0.4939271255060729,0.3032329988851728,0.04136297376093294
36,FUR-BO-10003894,0.5238095238095238,0.18398724082934606,0.023497993307438212
37,FUR-BO-10003965,0.4583333333333333,0.048384732645403376,0.01372752471542794
38,FUR-BO-10003966,0.47068452380952386,0.1363922294172063,0.015894835760989125
39,FUR-BO-10004015,0.6059508431025459,0.11717723379779921,0.027699844372820907
40,FUR-BO-10004218,0.33677624896112285,0.1341618568424478,0.029805985270040188
41,FUR-BO-10004357,0.2963473818646232,0.08759667418473609,0.019872560732775785
42,FUR-BO-10004360,0.16346153846153846,0.032191182889567876,0.007897906244209746
43,FUR-BO-10004409,0.4166666666666667,0.13280942741469057,0.02606575128587707
44,FUR-BO-10004467,0.5453972751386544,0.11508552668443475,0.023008151124935015
45,FUR-BO-10004690,0.31481481481481477,0.13076923076923075,0.034667107583774254
46,FUR-BO-10004695,0.5136446886446886,0.18213353832956924,0.03135407237072347
47,FUR-BO-10004709,0.4949089667355921,0.12527441450784396,0.024782883155466274
48,FUR-BO-10004834,0.5153283535636477,0.12277692851158545,0.026247952452573966
49,FUR-CH-10000015,0.5065438034188033,0.1355542924508442,0.04418185704265241
50,FUR-CH-10000155,0.45561494883040937,0.10604813256703874,0.015421080824483983
51,FUR-CH-10000225,0.5179859822716966,0.12710412627531006,0.0351188097303311
52,FUR-CH-10000229,0.16798560640472404,0.05582813646368305,0.014372258048555218
53,FUR-CH-10000309,0.46412698412698405,0.09871409067605189,0.02353760750722707
54,FUR-CH-10000422,0.46326237864699404,0.11373695929698915,0.026548003132060537
55,FUR-CH-10000454,0.5629508312200621,0.09146740944285228,0.018805636706969317
56,FUR-CH-10000513,0.6208236208236207,0.1197072064992061,0.021828106971953462
57,FUR-CH-10000553,0.34246547103689956,0.23738404452690162,0.02026411529329513
58,FUR-CH-10000595,0.35573993907327245,0.06996059511547596,0.016966777584749584
59,FUR-CH-10000665,0.46369965317333744,0.17166393277504388,0.018371493586310662
60,FUR-CH-10000749,0.6818181818181819,0.17084639498432602,0.04255189255189255
61,FUR-CH-10000785,0.36658589948063636,0.0819352379436519,0.017816730892285186
62,FUR-CH-10000847,0.2893097643097643,0.0753744098472214,0.014359681181791805
63,FUR-CH-10000863,0.28491936398932144,0.07164323634839466,0.018169032583156292
64,FUR-CH-10000988,0.34273792684783394,0.11529942018149567,0.021523818540800568
65,FUR-CH-10001146,0.3885347762425324,0.10234815969847082,0.02032794399769895
66,FUR-CH-10001190,0.3011204481792717,0.1396072796934866,0.0205887614817187
67,FUR-CH-10001215,0.22110029404147055,0.05482163062900496,0.014238080302811117
68,FUR-CH-10001270,0.5641840282143485,0.12013440057867855,0.024963134018477936
69,FUR-CH-10001394,0.32425431711145997,0.1389007935060567,0.01635665123238134
70,FUR-CH-10001482,0.49430199430199423,0.14381658167448202,0.017651869798488835
71,FUR-CH-10001545,0.3867521367521367,0.08788261196509077,0.019535098476626486
72,FUR-CH-10001708,0.7663680856958168,0.12116620308256056,0.04056037939958312
73,FUR-CH-10001714,0.36584415584415586,0.07874560500218011,0.012429292782440461
74,FUR-CH-10001797,0.6270114942528735,0.14601804489911904,0.045780368421884925
75,FUR-CH-10001802,0.2722222222222222,0.08236958443854996,0.025591132368625976
76,FUR-CH-10001854,0.20058061763944113,0.09158563624423272,0.01579373260757375
77,FUR-CH-10001891,0.404093567251462,0.06865976145637163,0.01362760192274814
78,FUR-CH-10001973,0.224841457926876,0.06739839919664481,0.014969705413597705
79,FUR-CH-10002017,0.26754201680672274,0.05764019178653325,0.0144162959494902
80,FUR-CH-10002024,0.561872441284206,0.13965683592343528,0.03478568441659467
81,FUR-CH-10002044,0.5288461538461539,0.17283349561830574,0.029092389828974753
82,FUR-CH-10002073,0.40517688556904247,0.10330764221273235,0.022176390831654902
83,FUR-CH-10002084,0.33782051282051284,0.13224969474969475,0.02891111137062602
84,FUR-CH-10002126,0.28823529411764703,0.12584439263510283,0.02462881860738171
85,FUR-CH-10002304,0.5066293183940244,0.21907166694909377,0.03546085131520256
86,FUR-CH-10002317,0.5,0.0625,0.007874015748031496
87,FUR-CH-10002320,0.2680681818181818,0.12497897995924584,0.03468823663232074
88,FUR-CH-10002331,0.5266095016095016,0.1809176421404682,0.02573103541249071
89,FUR-CH-10002335,0.2732097465129139,0.08604738912198166,0.017684692084880646
90,FUR-CH-10002372,0.4139455782312925,0.07091355787602201,0.01353843830498376
91,FUR-CH-10002439,0.8665178571428572,0.18144166783005264,0.047144203727104594
92,FUR-CH-10002602,0.3021084063674091,0.06703955635191003,0.013103856750667034
93,FUR-CH-10002647,0.3334261326908386,0.09973843931944888,0.019939858296137772
94,FUR-CH-10002758,0.75,0.085995085995086,0.021067011791774518
95,FUR-CH-10002774,0.3636243386243386,0.16934463271705835,0.027976664303109824
96,FUR-CH-10002780,0.43333333333333335,0.195338512763596,0.028365244233095565
97,FUR-CH-10002880,0.35641303141303143,0.09922277772608985,0.020735349227734505
98,FUR-CH-10002961,0.26500162919517756,0.07018463231348829,0.01636995350055431
99,FUR-CH-10002965,0.4196950710108605,0.19114570847408377,0.024088068877985657
100,FUR-CH-10003061,0.14333072942095496,0.05523531599606759,0.009058060244977701
101,FUR-CH-10003199,0.380718954248366,0.09555245358753507,0.02292769871432565
102,FUR-CH-10003298,0.45965335017059156,0.13923186518201602,0.018265471096066726
103,FUR-CH-10003312,0.30213317384370014,0.07924876847290642,0.01739269652360804
104,FUR-CH-10003379,0.41200044270219716,0.12255670381686379,0.02023122830023887
105,FUR-CH-10003396,0.6390489932532152,0.13159625082588675,0.01989447127349617
106,FUR-CH-10003535,0.4342025699168555,0.07434030944052576,0.017668786737789002
107,FUR-CH-10003606,0.7096774193548386,0.04523092369477912,0.008907569332094497
108,FUR-CH-10003746,0.36237121111070686,0.07216541588492809,0.013537401820882275
109,FUR-CH-10003761,0.5333333333333333,0.06439393939393939,0.022115384615384617
110,FUR-CH-10003774,0.36507499327808546,0.08899118862180504,0.01792952656779379
111,FUR-CH-10003817,0.36592644915580486,0.08288964078424527,0.017179033852724533
112,FUR-CH-10003833,0.4101772301772302,0.12106330568377904,0.024819953988825322
113,FUR-CH-10003846,0.3555451127819549,0.07346828609986505,0.012480570478839773
114,FUR-CH-10003956,0.2209558823529412,0.06142742832314116,0.020532025629318353
115,FUR-CH-10003968,0.2773717567835215,0.10189991035925589,0.020772938881179096
116,FUR-CH-10003973,0.2792736085969168,0.07240392752610798,0.017795249338553552
117,FUR-CH-10003981,0.3879801920768307,0.12241687590920247,0.02553744310226344
118,FUR-CH-10004063,0.4124974329636801,0.22398433035421525,0.04186265166705582
119,FUR-CH-10004086,0.3309313725490196,0.09592822608104046,0.022350229679000043
120,FUR-CH-10004218,0.3538085738712698,0.08175611899780065,0.019035496813043548
121,FUR-CH-10004287,0.39743037187831237,0.06278159999908052,0.017260286768104077
