,Product_ID,Perc_Qtd_Daily,Perc_Qtd_Weekly,Perc_Qtd_Monthly
0,OFF-AR-10004078,0.4386994013291592,0.13557441022229325,0.036014659703785104
1,OFF-BI-10000014,0.45000470543948806,0.09064313239142614,0.02353619363808754
2,OFF-BI-10000042,0.6666666666666666,0.10184552289815448,0.0290471555866388
3,OFF-BI-10000050,0.4805916305916307,0.12781086297400363,0.022680322224014077
4,OFF-BI-10000069,0.516017316017316,0.13940804319793682,0.040365241191406685
5,OFF-BI-10000088,0.32716727716727717,0.06865481489291679,0.02174912365580872
6,OFF-BI-10000136,0.7619047619047619,0.21096491228070177,0.04962827703143342
7,OFF-BI-10000138,0.24819159335288365,0.10470923018560215,0.023669744463923406
8,OFF-BI-10000145,0.522993914298262,0.16349649136134273,0.029670579528176207
9,OFF-BI-10000174,0.5101480457341702,0.13223264754951386,0.035416650095628006
10,OFF-BI-10000201,0.5568539915966386,0.11994652320830133,0.02645239381273657
11,OFF-BI-10000216,0.24787878787878787,0.056515957446808505,0.010992796742875038
12,OFF-BI-10000279,0.5492063492063493,0.09300189393939393,0.02468805269454848
13,OFF-BI-10000285,0.8909090909090909,0.21262219922934208,0.060651325819647495
14,OFF-BI-10000301,0.4885100193923724,0.1965195673679933,0.024623064243971166
15,OFF-BI-10000309,0.5805166511048864,0.20855233792278122,0.03436350616547779
16,OFF-BI-10000315,0.6335188620902906,0.11912709347312564,0.03146135209786755
17,OFF-BI-10000320,0.34816422466422475,0.15523837691130926,0.02736695175938213
18,OFF-BI-10000343,0.6371757871757872,0.25286411038774487,0.03031142665468642
19,OFF-BI-10000404,0.22460317460317458,0.05352270222509808,0.01656546412490174
20,OFF-BI-10000474,0.30252525252525253,0.09637168279113527,0.022218301540613272
21,OFF-BI-10000494,0.6833333333333333,0.08672718513238827,0.007381957448517719
22,OFF-BI-10000545,0.6500585924605533,0.13056592231879588,0.030289029574508304
23,OFF-BI-10000546,0.35934616120303303,0.1435759836268555,0.0340092801877815
24,OFF-BI-10000591,0.75,0.16764069264069265,0.016012770050548956
25,OFF-BI-10000605,0.29226658115547005,0.11414802270065426,0.028652389740607614
26,OFF-BI-10000632,0.3465690902193449,0.1304884137617362,0.0190128508091063
27,OFF-BI-10000666,0.4458403449172311,0.21765400087976203,0.02624276450464964
28,OFF-BI-10000756,0.4289201554747773,0.08659087877575271,0.02014027487332206
29,OFF-BI-10000773,0.5704954013377928,0.09315988817424249,0.02052845852631392
30,OFF-BI-10000778,0.2712301587301587,0.08864428513143323,0.017251826834243145
31,OFF-BI-10000822,0.29388888888888887,0.05567508201397803,0.015682585367803738
32,OFF-BI-10000829,0.7286586429443572,0.14979503651911413,0.03866761505739229
33,OFF-BI-10000831,0.5050505050505051,0.1261437908496732,0.02024090778923253
34,OFF-BI-10000848,0.33465608465608465,0.0992620078334364,0.01668555731055731
35,OFF-BI-10000948,0.3104166666666667,0.07689494680851064,0.020485255858554857
36,OFF-BI-10000962,0.5098911821782004,0.11750912360849554,0.01933556179295197
37,OFF-BI-10000977,0.4496956443396071,0.09144564537374994,0.020328503639078274
38,OFF-BI-10001031,0.5767857142857142,0.13228567757916454,0.03691769150787358
39,OFF-BI-10001036,0.41693175245806824,0.1398962398844012,0.036414244715535615
40,OFF-BI-10001071,0.521161191749427,0.20359583678732612,0.03768935918363917
41,OFF-BI-10001072,0.46679197994987465,0.2009074259074259,0.02552858884500784
42,OFF-BI-10001078,0.3784690799396682,0.15031422536600958,0.027496214944776838
43,OFF-BI-10001097,0.48832291445927817,0.1448539758377244,0.02256207538271997
44,OFF-BI-10001098,0.6573002754820937,0.12600606319053648,0.02311832780554437
45,OFF-BI-10001107,0.4129281537176274,0.13768778870536505,0.024251203277363027
46,OFF-BI-10001116,0.3288432400932401,0.10859552868646065,0.028305651596011772
47,OFF-BI-10001120,0.44495647721454173,0.09602272727272727,0.02429093958875453
48,OFF-BI-10001132,0.6107660455486542,0.15100806451612903,0.036447802105776174
49,OFF-BI-10001153,0.41944444444444445,0.10537292329445035,0.016033458928256656
50,OFF-BI-10001191,0.42278439153439146,0.12430485727954531,0.027045191224658902
51,OFF-BI-10001196,0.626008064516129,0.16713346559302913,0.03923909456676447
52,OFF-BI-10001249,0.5089660339660339,0.13476770612295147,0.032096360220938
53,OFF-BI-10001267,0.5464285714285715,0.07517664553704502,0.019646007992855836
54,OFF-BI-10001294,0.6798701298701298,0.44238961038961044,0.09942876581662206
55,OFF-BI-10001308,0.6209147994862281,0.12143083482369198,0.0220784206279384
56,OFF-BI-10001359,0.6533798576902026,0.09163915261713382,0.020615645689453833
57,OFF-BI-10001460,0.619047619047619,0.19027777777777777,0.051080308053742585
58,OFF-BI-10001510,0.4919441460794844,0.07989445502783346,0.02403314829432649
59,OFF-BI-10001524,0.4883962500061573,0.12511412604416933,0.022779658550149146
60,OFF-BI-10001525,0.540521978021978,0.1512524622717177,0.0373004515462733
61,OFF-BI-10001543,0.307968697968698,0.09870444810921002,0.020689350073209607
62,OFF-BI-10001553,0.3182521531466544,0.07702476296226296,0.019358014183453117
63,OFF-BI-10001575,0.5111111111111112,0.1367495221894013,0.02861323108219359
64,OFF-BI-10001597,0.30930566165860274,0.08289453035734498,0.023593887374342086
65,OFF-BI-10001617,0.5352617079889807,0.1677423586514495,0.032575856251757955
66,OFF-BI-10001628,0.32565192743764176,0.11878177200718594,0.02795446627859308
67,OFF-BI-10001634,0.6345136345136345,0.16048701298701298,0.03188628713734796
68,OFF-BI-10001636,0.3335955710955711,0.1031266398502123,0.025174536963153374
69,OFF-BI-10001658,0.4932789432789433,0.13783445036573463,0.023978741325238376
70,OFF-BI-10001670,0.3653200766853018,0.08463333871827577,0.01762820790309795
71,OFF-BI-10001679,0.6341176470588235,0.10886387177433987,0.024798591909714486
72,OFF-BI-10001718,0.45883845933478284,0.1272396554378782,0.036412002080771784
73,OFF-BI-10001721,0.31644570707070707,0.08916666666666667,0.027139495522323958
74,OFF-BI-10001757,0.4508836842170175,0.236813536925519,0.041037503625981415
75,OFF-BI-10001758,0.6674347158218126,0.28991277685163136,0.057560126044168596
76,OFF-BI-10001759,0.618974358974359,0.19168082368082368,0.04318584989944817
77,OFF-BI-10001765,0.4228896103896104,0.2237071694518503,0.030888476928495185
78,OFF-BI-10001787,0.529040404040404,0.2795296070063872,0.03138800162964901
79,OFF-BI-10001890,0.43190779980253663,0.13802771141901576,0.02641181021257395
80,OFF-BI-10001900,0.45927601809954754,0.16403644617930332,0.05266562639946261
81,OFF-BI-10001922,0.49082706766917295,0.1891629989304408,0.02954598259010808
82,OFF-BI-10001982,0.4331071855265404,0.13859530742018292,0.026901575510441825
83,OFF-BI-10001989,0.5972222222222222,0.17926769196000808,0.022748745400235023
84,OFF-BI-10002003,0.5218417945690672,0.23709591566734423,0.020397327601645497
85,OFF-BI-10002012,0.5282761181395635,0.15186622776869513,0.025847650430542046
86,OFF-BI-10002026,0.5534248737373737,0.1436026478727417,0.029702977874989923
87,OFF-BI-10002049,0.75,0.13865426625870533,0.026446163946163948
88,OFF-BI-10002071,0.5534693922890405,0.17869527528800186,0.032523009836232304
89,OFF-BI-10002072,0.41301587301587295,0.17415839062897887,0.028069729038571252
90,OFF-BI-10002082,0.4854733560090703,0.14177359534161194,0.03299658769916235
91,OFF-BI-10002103,0.39546703296703295,0.10000094670314842,0.02322048001810818
92,OFF-BI-10002133,0.41643023643023647,0.10324688841459029,0.02945425197666842
93,OFF-BI-10002160,0.28721611721611723,0.08739968344005611,0.02235558953288547
94,OFF-BI-10002194,0.5192099567099567,0.06259025760039959,0.013920410346420385
95,OFF-BI-10002215,0.7714285714285715,0.2505082770833354,0.029770947175548575
96,OFF-BI-10002225,0.4175943104514533,0.15171210801462903,0.02411941351358526
97,OFF-BI-10002309,0.28418447293447296,0.1316940641940642,0.05223951311578157
98,OFF-BI-10002353,0.3814568283453733,0.11728499309065793,0.027313225959146672
99,OFF-BI-10002393,0.412962962962963,0.053150851908615876,0.012480522756958629
